,_id,review,translations,score,university,course,upvotes,downvotes,date,courseName,courseNameShort,translation
54,5a604b63e9399e001ac51d0c,"The course was an interesting overview of IT sec without diving deep into math stuff. The prof knows its stuff very well but can be quite slow sometimes. The exam was not that easy, if you did not have last years exam. In general, it created a very unfair situation where a lot of students had last years exam which was very similar to this years and other students did not have that. If you take this course, get yourself previous exams from former students! ","Der Kurs war ein interessanter Überblick über IT sec, ohne tief in Mathe-Sachen zu tauchen. Der Profi kennt seine Sachen sehr gut, kann aber manchmal ziemlich langsam sein. Die Prüfung war nicht so einfach, wenn Sie nicht über die letzten Jahre Prüfung. Im Allgemeinen, es erstellte eine sehr unfaire Situation, in der viele Studenten letzten Jahren Prüfung, die sehr ähnlich wie diese Jahre war und andere Studenten nicht haben. Wenn Sie diesen Kurs nehmen, erhalten Sie vorhergehende Prüfungen von ehemaligen Studenten!",3,UZH,50019442,1.0,0.0,1655982030812,IT Security (L),IT Security,"Der Kurs war ein interessanter Überblick über IT sec, ohne tief in Mathe-Sachen zu tauchen. Der Profi kennt seine Sachen sehr gut, kann aber manchmal ziemlich langsam sein. Die Prüfung war nicht so einfach, wenn Sie nicht über die letzten Jahre Prüfung. Im Allgemeinen, es erstellte eine sehr unfaire Situation, in der viele Studenten letzten Jahren Prüfung, die sehr ähnlich wie diese Jahre war und andere Studenten nicht haben. Wenn Sie diesen Kurs nehmen, erhalten Sie vorhergehende Prüfungen von ehemaligen Studenten!"
55,5a606841e9399e001ac5242b,Gloor ♥️,Gloor --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,5,UZH,50031228,4.0,0.0,1516267599535,BCH 203 Practical course in Biochemistry,Practical course in Biochemistry,Gloor ♥--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
56,5a606890e9399e001ac52442,"Schiestl top, Keller gut, Bucher 😡","Schiestl top, Keller gut, Bucher    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",5,UZH,50033809,2.0,0.0,1516267704712,BIO 113 Evolution,Evolution,"Schiestl top, Keller gut, Bucher    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
57,5a6069c4e9399e001ac524ea,SchKG 260 ,SchKG 260,4,UZH,50635824,1.0,0.0,1602848083100,Trade and Business Law,Trade and Business Law,SchKG 260
58,5a607484e9399e001ac529db,"Never-discussed topics marked as ""Exkurs"" appear on the exam, lovely. Not to mention dubiously formulated questions... ","Nie diskutiert Themen als ""Exkurs"" markiert erscheinen auf der Prüfung, schön. Ganz zu schweigen von zweifelhaft formulierten Fragen...",2,UZH,50453876,9.0,1.0,1569603738354,Asset Allocation and Alternative Investments (L),Asset Allocation and Alternative Investments,"Nie diskutiert Themen als ""Exkurs"" markiert erscheinen auf der Prüfung, schön. Ganz zu schweigen von zweifelhaft formulierten Fragen..."
59,5a607aa6e9399e001ac52d76,The slides are overcomplicated and don‘t always match the presentation of the prof. They are also not in the order of the lecture. The lecture is very interesting but it is sometimes frustrating watch it.,"Die Dias sind überkompliziert und passen nicht immer zu der Präsentation des Profis. Sie sind auch nicht in der Reihenfolge des Vortrags. Der Vortrag ist sehr interessant, aber es ist manchmal frustrierend, es zu beobachten.",3,UZH,50372413,1.0,0.0,1610144390751,BIO 332 Cell cycle and cell proliferation,Cell cycle and cell proliferation,"Die Dias sind überkompliziert und passen nicht immer zu der Präsentation des Profis. Sie sind auch nicht in der Reihenfolge des Vortrags. Der Vortrag ist sehr interessant, aber es ist manchmal frustrierend, es zu beobachten."
60,5a607b51e9399e001ac52e10,mal was anderes,mal war andereres,5,UZH,50680306,2.0,0.0,1548229519927,Bilanzanalyse und internationale Rechnungslegung (S) (Financial statement analysis and international accounting standards),Bilanzanalyse und internationale Rechnungslegung,mal war andereres
61,5a6083eae9399e001ac53270,"Presentations are ok, but a bit same same. Exam is 100% learning useless details.","Präsentationen sind ok, aber ein bisschen gleich. Prüfung ist 100% lernen nutzlos Details.",2,UZH,50842900,1.0,0.0,1516274720903,Digital Transformation - Why and how firms must adapt the way they do business (L),Digital Transformation,"Präsentationen sind ok, aber ein bisschen gleich. Prüfung ist 100% lernen nutzlos Details."
62,5a60842fe9399e001ac53290,You have to do a project and an exam which is rated so effort is above average. It is not about what some think is AI (deep/machine learning) but more about tree search but you learn a lot and exam is very fair. Bernstein is an excellent lecturer too imo.,"Sie müssen ein Projekt machen und eine Prüfung, die bewertet wird, so dass Aufwand überdurchschnittlich ist. Es geht nicht darum, was einige denken, ist KI (Tief-/Maschine lernen), sondern mehr über Baumsuche, aber Sie lernen viel und Prüfung ist sehr fair. Bernstein ist ein ausgezeichneter Dozent zu imo.",5,UZH,50574529,3.0,0.0,1516274921417,Practical Artificial Intelligence (L+E),Practical Artificial Intelligence,"Sie müssen ein Projekt machen und eine Prüfung, die bewertet wird, so dass Aufwand überdurchschnittlich ist. Es geht nicht darum, was einige denken, ist KI (Tief-/Maschine lernen), sondern mehr über Baumsuche, aber Sie lernen viel und Prüfung ist sehr fair. Bernstein ist ein ausgezeichneter Dozent zu imo."
63,5a6084fce9399e001ac532e4,Easy point and gives you a solid overview over security for those who mostly want to scratch the surface,"Einfacher Punkt und gibt Ihnen einen soliden Überblick über Sicherheit für diejenigen, die am meisten die Oberfläche kratzen wollen",5,UZH,50019442,1.0,1.0,1516274996163,IT Security (L),IT Security,"Einfacher Punkt und gibt Ihnen einen soliden Überblick über Sicherheit für diejenigen, die am meisten die Oberfläche kratzen wollen"
64,5a60856be9399e001ac53320,"One of the best courses I've taken over the course of my studies, I highly recommend it to everyone interested in enhancing their Linux skills and gaining a surface knowledge on some interesting topics. The assessment is fantastic; more courses like this please!","Einer der besten Kurse, die ich im Laufe meines Studiums absolviert habe, ich empfehle es allen, die daran interessiert sind, ihre Linux-Fähigkeiten zu verbessern und ein Oberflächenwissen über einige interessante Themen zu gewinnen.",5,UZH,50825441,1.0,0.0,1641179872985,Communication Systems Lab Course (PR),Communication Systems Lab Course,"Einer der besten Kurse, die ich im Laufe meines Studiums absolviert habe, ich empfehle es allen, die daran interessiert sind, ihre Linux-Fähigkeiten zu verbessern und ein Oberflächenwissen über einige interessante Themen zu gewinnen."
65,5a609908e9399e001ac53aca,tough but great,"hart, aber toll",4,UZH,50330448,0.0,0.0,1516280088559,Distributed Systems (L+E),Distributed Systems,"hart, aber toll"
66,5a609f95e9399e001ac53dc8,Very unsatisfactory tests of 5 min on OLAT each week about the previous lecture. Scores very arbitrary. Different lecturer each week. Chaotic. Would not recommend... ,Sehr unbefriedigende Tests von 5 min auf OLAT jede Woche über die vorherige Vorlesung. Partituren sehr willkürlich. Verschiedene Dozenten jede Woche. Chaotic. Wöchentlich nicht empfehlen...,1,UZH,50372618,1.0,0.0,1639306838937,BIO 331 Frontiers in Animal Behaviour,Frontiers in Animal Behaviour,Sehr unbefriedigende Tests von 5 min auf OLAT jede Woche über die vorherige Vorlesung. Partituren sehr willkürlich. Verschiedene Dozenten jede Woche. Chaotic. Wöchentlich nicht empfehlen...
67,5a60a046e9399e001ac53e17,Luchsi Love ♥️,Luchsi Liebe -,4,UZH,50026113,7.0,8.0,1516919935518,MAT 183 Stochastics for Natural Sciences,Stochastics for Natural Sciences,Luchsi Liebe ♥-
68,5a60a38ae9399e001ac53f7c,Useless ,Nutzlos,1,UZH,50370115,0.0,0.0,1517315536770,Advanced Financial Economics (L),Advanced Financial Economics,Nutzlos
69,5a60a8cfe9399e001ac541ef,Too much effort for 1 credit 😂,Zu viel Aufwand für 1 Gutschrift,1,UZH,50672168,1.0,0.0,1564594098679,BME 320 Forensic Genetics,Forensic Genetics,Zu viel Aufwand für 1 Gutschrift
71,5a60baf7e9399e001ac549c8,Priefung unstersti,Priefung unstersti,4,UZH,50031680,7.0,2.0,1516288800036,BIO 112 Cell Biology,Cell Biology,Priefung unstersti
72,5a60c32fe9399e001ac54cc6,"That's not an introduction to bioinformatics. That's a series of talks given by people working in the field, advertising their work. Which can be interesting (or not) but it's nothing you could do a meaningful exam on. Yet, they still do. Totally random, huge waste of time. If possible, avoid this course: Take another class, change major, fake your own death - whatever. ","Das ist keine Einführung in die Bioinformatik. Das ist eine Reihe von Vorträgen von Menschen, die auf dem Gebiet arbeiten, Werbung für ihre Arbeit. Was interessant (oder nicht) sein kann, aber es ist nichts, was man tun könnte, eine sinnvolle Prüfung. Doch, sie immer noch. Total zufällig, riesige Zeitverschwendung. Wenn möglich, vermeiden Sie diesen Kurs: Nehmen Sie eine andere Klasse, ändern Sie Major, fake your own death - was auch immer.",1,UZH,50858977,7.0,2.0,1576058450442,BIO 390 Introduction to Bioinformatics,Introduction to Bioinformatics,"Das ist keine Einführung in die Bioinformatik. Das ist eine Reihe von Vorträgen von Menschen, die auf dem Gebiet arbeiten, Werbung für ihre Arbeit. Was interessant (oder nicht) sein kann, aber es ist nichts, was man tun könnte, eine sinnvolle Prüfung. Doch, sie immer noch. Total zufällig, riesige Zeitverschwendung. Wenn möglich, vermeiden Sie diesen Kurs: Nehmen Sie eine andere Klasse, ändern Sie Major, fake your own death - was auch immer."
73,5a60d5d7e9399e001ac553b3,"Quite disorganized, badly communicated how the grade is composed. Interesting content, though partly  questionable how it contributes to the students education. In the oral exam people were asked about topics greatly varying in their difficulty, usually an unhealthy symptom for a course","Ganz unorganisiert, schlecht kommuniziert, wie die Note komponiert wird. Interessanter Inhalt, aber teilweise fragwürdig, wie es zur Ausbildung der Schüler beiträgt. In der mündlichen Prüfung wurden Menschen zu Themen in ihrer Schwierigkeit stark variieren gefragt, in der Regel ein ungesundes Symptom für einen Kurs",2,UZH,50567673,5.0,0.0,1518014286134,BIO 325 Systems dynamics in cell and developmental biology,Systems dynamics in cell and developmental biology,"Ganz unorganisiert, schlecht kommuniziert, wie die Note komponiert wird. Interessanter Inhalt, aber teilweise fragwürdig, wie es zur Ausbildung der Schüler beiträgt. In der mündlichen Prüfung wurden Menschen zu Themen in ihrer Schwierigkeit stark variieren gefragt, in der Regel ein ungesundes Symptom für einen Kurs"
74,5a60e749e9399e001ac55951,"Learned a lot during the course. I don't understand why it is not in INF5, it is data science in its pure form. Note: the week will be intense. ","Viel gelernt während des Kurses. Ich verstehe nicht, warum es nicht in INF5 ist, es ist Datenwissenschaft in seiner reinen Form. Hinweis: die Woche wird intensiv sein.",5,UZH,50840902,3.0,1.0,1516300177873,Machine Learning - A non-technical introduction with applications to Marketing (L),Machine Learning,"Viel gelernt während des Kurses. Ich verstehe nicht, warum es nicht in INF5 ist, es ist Datenwissenschaft in seiner reinen Form. Hinweis: die Woche wird intensiv sein."
75,5a60e79ee9399e001ac55974,"Very intense week, but a good overall introduction. One star minus for a bit slow tempo at times. ","Sehr intensive Woche, aber eine gute Gesamteinführung. Ein Stern minus für ein wenig langsames Tempo manchmal.",4,UZH,50854870,1.0,1.0,1516300230253,Python - A non-technical introduction with applications to Marketing (L),Python,"Sehr intensive Woche, aber eine gute Gesamteinführung. Ein Stern minus für ein wenig langsames Tempo manchmal."
76,5a60efece9399e001ac55beb,"They expect way too much work for just 2 credits. Weekly lecture, weekly reading homework (took me 0.5 - 1.5hrs each time), exam in last semester week, plus a special project (scientific paper or presentation about a ecohealth topic of your choice). This is ridiculous for 2 credits. Also, the topics and slides are quite disorganised. The lecturer Mr Hall and his assistand Douglas are nice people, but that doesn't make up for the above mentioned.","Sie erwarten viel zu viel Arbeit für nur 2 Credits. Wöchentliche Vorlesung, wöchentliche Leseaufgaben (hatte ich 0,5 - 1,5 Stunden jedes Mal), Prüfung in der letzten Semesterwoche, sowie ein spezielles Projekt (wissenschaftliche Arbeit oder Präsentation über ein Ökogesundheitsthema Ihrer Wahl). Das ist lächerlich für 2 Credits. Auch die Themen und Dias sind ziemlich unorganisiert. Der Dozent Herr Hall und sein Assistent Douglas sind nette Leute, aber das macht das oben erwähnte nicht wieder gut.",2,UZH,50799165,0.0,1.0,1611905025302,UWW 152 Ecohealth,Ecohealth,"Sie erwarten viel zu viel Arbeit für nur 2 Credits. Wöchentliche Vorlesung, wöchentliche Leseaufgaben (hatte ich 0,5 - 1,5 Stunden jedes Mal), Prüfung in der letzten Semesterwoche, sowie ein spezielles Projekt (wissenschaftliche Arbeit oder Präsentation über ein Ökogesundheitsthema Ihrer Wahl). Das ist lächerlich für 2 Credits. Auch die Themen und Dias sind ziemlich unorganisiert. Der Dozent Herr Hall und sein Assistent Douglas sind nette Leute, aber das macht das oben erwähnte nicht wieder gut."
